Blog	months	soon	does	put	times	coming	hours	same	nice	family	once	able	yes	yet	whole	live	give	try	man	bad	morning	wanted	full	without	job	play	friend	someone	least	ago	told	making	together	doesn	believe	far	past	during	might	free	music	makes	point	later	keep	nbsp	already	beautiful	its	stop	until	quite	saw	different	kids	stuff	thanks	room	remember	read	crazy	watch	side	girl	almost	picture	kind	person	call	heart	weeks	mean	taking	won	guess	name	nothing	mind	called	working	small	amazing	change	real	used	head	hear	decided	happened	wait	book	sometimes	hand	set	fact	check	asked	three	children	must	story	wasn	run	isn	behind	leave	open	car	seen	seems	summer	wrong	couple	video	month	pictures	lost	goes	else	idea	god	use	high	trip	baby	stay	amp	half	excited	face	talk	knew	mom	song	boy	short	gone	reading	looks	top	cool	thinking	living	yesterday	playing	party	weekend	interesting	felt	late	moment	spent	money	watching	second	along	haven	probably	saying	lots	turned	hour	funny	comes	anyway	christmas	care	wish	under	instead	couldn	thank	water	words	special	gave	fall	enjoy	rest	running	birthday	white	waiting	ones	feeling	ended	wonder	turn	food	black	talking	awesome	city	heard	happen	between	anyone	eyes	gets	hot	busy	learn	guy	ask	girls	inside	loved	boys	favorite	write	tried	whatever	group	especially	please	needed	perfect	close	however	dinner	sweet	cold	moved	sunday	move	reason	ready	knows	walk	break	early	dad	says	tonight	tomorrow	list	rather	possible	seeing	cute	fast	four	young	true	taken	wonderful	hands	either	outside	miss	definitely	super	others	loves	sleep	moving	parents	sorry	hair	saturday	town	bring	means	important	class	easy	sad	age	front	line	com	bed	matter	guys	totally	spend	looked	country	worked	body	game	seem	less	chance	share	often	phone	writing	hit	wants	experience	huge	worth	update	yeah	lives	news	bought	buy	woman	due	usually	park	although	light	played	movie	sound	needs	self	listen	child	sister	starting	minutes	project	church	band	enjoyed	eat	kid	mother	etc	event	women	seriously	company	become	american	cause	met	across	entire	future	imagine	number	plan	red	several	mine	against	walking	wouldn	five	facebook	feels	meet	visit	sitting	case	friday	shows	forward	hate	air	completely	rock	single	given	word	yourself	ride	final	exactly	fine	sort	longer	quick	door	books	problem	men	deal	joy	date	pick	sense	kept	store	understand	center	random	table	large	photo	album	cannot	lol	takes	dream	sounds	finished	stand	glad	sit	alone	business	state	piece	minute	realized	using	http	father	cut	blue	hopefully	stuck	proud	version	okay	april	weather	walked	giving	works	songs	support	death	spring	within	based	street	simple	july	wall	brought	note	upon	dance	answer	forget	serious	brother	ways	passed	paper	evening	telling	afternoon	figure	wrote	leaving	finish	middle	recently	sign	dark	hey	gonna	meant	beach	forever	listening	quickly	complete	hoping	building	headed	normal	pay	road	view	following	watched	lately	born	turns	learned	camera	august	beginning	happens	team	information	sent	stage	lady	strong	march	halloween	www	themselves	drive	october	site	dog	games	plus	known	tired	hold	smile	currently	monday	office	learning	eating	track	catch
She Squared	2	2	3	7	7	4	3	17	1	12	6	3	2	10	1	7	11	6	5	6	5	12	3	4	3	2	2	15	4	5	5	3	7	4	11	10	2	0	15	3	2	2	7	2	9	589	2	1	1	11	5	1	6	6	4	6	2	7	4	4	1	2	7	5	11	0	2	17	6	3	1	9	4	6	2	4	9	4	4	5	10	1	3	2	1	6	7	6	3	5	1	7	2	2	5	2	5	2	0	2	7	12	8	6	10	2	6	5	5	5	0	5	2	1	0	1	2	0	2	3	14	7	1	1	0	2	2	1	0	7	4	6	3	1	0	4	2	2	1	4	2	7	5	0	1	3	4	3	7	3	6	1	2	1	0	7	1	1	4	0	2	0	1	3	4	0	3	3	5	1	8	4	1	3	3	1	2	2	6	3	0	2	2	3	6	1	2	5	0	3	2	3	4	9	0	4	9	2	2	4	2	7	7	1	0	6	3	0	2	2	9	3	7	2	6	2	4	1	8	3	1	2	0	0	5	1	1	1	4	2	4	0	5	2	2	1	1	4	3	0	0	2	1	6	4	1	2	1	3	3	0	0	19	1	4	0	0	1	3	1	1	1	0	7	1	0	1	2	1	5	2	3	5	3	3	0	10	21	4	4	0	2	2	1	6	1	3	0	1	3	1	6	5	0	5	5	3	1	2	7	2	1	0	3	7	0	2	1	3	6	1	0	0	0	1	0	2	3	3	1	0	1	1	2	2	3	0	1	4	6	1	3	3	0	1	1	1	3	6	2	10	3	3	0	0	1	0	0	2	3	0	2	3	8	5	4	0	1	1	5	5	1	0	2	1	1	2	5	0	1	4	1	6	2	0	2	2	3	2	6	0	3	0	6	0	0	8	0	3	5	0	0	7	3	4	5	0	5	0	0	3	4	3	0	3	0	1	0	1	2	2	0	0	3	0	3	0	6	3	0	5	3	3	5	0	2	2	4	3	1	1	4	1	0	5	2	1	0	4	0	3	0	3	0	2	3	0	2	1	0	3	0	1	0	1	1	3	3	1	4	3	1	2	2	2	2	1	3	1	0	0	4	0	0	2	0	0	0	0	0	2	2	5	1	1	3	0	0	3	1	2	2	1	4	0	2	4	0	1	1
operation peter pan	0	2	0	2	2	3	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	2	0	1	1	0	4	2	0	0	2	2	2	2	0	0	2	1	0	0	1	1	1	2	1	1	2	1	0	3	2	0	0	0	3	1	0	1	2	0	2	0	0	1	1	2	0	3	1	0	0	0	1	1	0	0	1	3	0	0	0	1	2	0	0	0	3	0	0	0	1	0	1	0	2	1	1	2	0	1	0	0	0	1	1	1	0	1	3	1	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	7	3	1	1	1	0	1	1	2	0	0	1	1	3	0	1	0	2	1	2	0	1	0	1	0	0	0	3	0	2	2	0	0	4	0	0	0	1	1	0	4	0	1	0	0	1	4	2	2	3	0	0	1	3	0	0	1	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	2	1	0	0	2	1	0	0	3	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
Big Steups	1	1	2	0	2	1	0	0	0	0	1	1	3	1	0	2	0	1	5	1	0	1	1	0	0	1	2	4	2	0	1	0	0	0	8	0	0	1	0	0	0	2	0	0	1	26	2	3	0	1	0	0	1	2	2	2	1	1	0	1	0	1	1	5	2	0	0	3	0	0	2	3	1	2	1	1	0	0	1	0	0	2	0	1	1	1	0	1	5	0	0	0	0	0	1	1	1	0	3	2	0	1	1	0	0	5	0	0	2	0	0	1	0	1	0	2	1	1	3	1	11	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	5	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0	0	1	2	1	0	1	0	1	0	0	0	2	1	0	0	2	0	0	1	2	0	1	2	0	0	0	0	0	0	0	1	0	2	3	0	2	2	2	2	0	0	0	1	0	1	3	0	0	1	0	0	0	2	0	0	1	0	0	1	0	1	2	0	0	0	0	0	2	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	3	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	3	0	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	4	1	0	1	0	1	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	3	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0
But I Digress...	0	2	5	3	5	2	0	0	3	6	0	0	7	3	0	0	0	1	2	0	0	1	5	2	2	2	0	2	3	1	2	1	1	5	1	3	1	0	1	4	3	2	4	1	2	1	1	0	1	5	3	1	2	0	3	0	2	1	2	3	1	1	2	1	3	0	0	1	0	0	0	3	0	1	1	6	1	0	0	1	1	0	1	4	0	1	0	3	2	2	2	1	0	1	1	3	0	1	3	1	1	0	3	2	1	2	0	0	4	2	3	3	1	6	0	0	0	3	1	0	0	1	1	3	0	2	16	0	0	0	1	0	0	7	2	2	1	2	2	1	0	1	1	0	0	0	5	1	1	1	0	0	1	3	0	1	0	0	0	0	0	2	0	0	1	1	4	1	1	2	3	2	0	5	2	0	0	1	0	1	0	6	1	0	2	0	2	0	3	2	3	0	2	1	1	3	0	0	3	0	3	0	2	1	1	0	0	0	0	0	0	0	2	2	2	1	1	1	0	3	0	2	0	2	2	2	0	2	0	1	2	8	1	4	1	1	0	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	1	2	2	1	1	4	0	0	1	1	1	1	1	1	2	0	1	2	0	0	2	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	5	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	1	2	6	1	0	0	5	2	2	2	1	3	0	0	5	0	2	0	1	0	2	0	1	0	0	1	0	4	2	2	1	0	3	0	0	2	0	3	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	2	1	0	2	0	0	1	0	2	0	1	0	0	1	2	1	2	1	1	1	0	4	1	0	1	1	0	0	0	0	0	0	0	2	1	1	0	0	1	2	1	1	0	0	1	1	2	1	1	1	0	0	0	0	0	1	0	1	1	1	2	0	1	0	0	0	1	1	1	0	0	1	0	2	0	0	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	1	0
Turning Points	3	4	4	1	5	6	4	5	2	25	2	3	3	4	3	7	4	3	0	2	5	2	2	1	3	2	12	5	1	4	2	2	6	7	4	3	0	5	2	1	23	4	4	2	2	424	1	6	0	0	1	5	1	3	4	1	1	7	2	5	2	3	0	4	3	0	4	0	2	8	3	2	3	2	2	10	0	1	1	0	1	0	10	2	3	3	3	3	2	4	5	6	3	1	2	1	0	0	7	1	5	3	4	5	0	0	2	1	1	2	3	1	4	0	2	4	2	1	2	1	15	0	2	4	4	3	0	0	2	0	0	5	2	1	2	2	3	1	0	0	4	2	2	1	6	1	3	2	3	0	2	1	0	3	1	2	1	1	0	0	1	0	1	3	2	4	3	0	3	0	0	7	2	2	2	1	0	3	3	0	3	0	1	1	0	1	7	0	6	2	0	0	1	1	1	0	1	3	5	0	5	8	0	2	0	1	3	0	2	2	1	0	1	1	1	1	4	0	1	1	1	1	2	7	1	1	7	2	3	1	1	2	0	1	2	1	4	1	0	0	0	2	4	3	4	5	6	1	3	2	2	1	1	6	6	0	5	0	0	1	0	2	0	4	2	1	1	1	1	1	0	2	2	2	1	0	2	3	2	1	1	0	2	1	3	0	1	0	1	2	0	1	0	2	2	5	2	1	1	5	3	4	0	6	0	0	2	4	4	0	0	5	7	1	3	4	8	0	2	2	4	7	0	1	0	0	0	4	0	0	7	0	0	1	0	0	2	1	3	2	0	0	1	0	0	0	1	1	5	0	2	1	0	3	1	1	0	0	2	4	0	0	1	1	1	2	0	0	0	1	2	0	0	10	0	2	2	0	0	2	2	0	0	0	0	0	2	0	2	5	2	1	2	3	1	2	1	0	1	1	1	0	0	2	0	2	2	0	3	0	7	0	0	1	1	1	1	2	4	2	0	0	0	0	1	0	2	0	0	0	2	0	1	0	0	2	2	1	0	2	2	2	1	1	1	2	0	0	0	0	1	1	2	3	2	1	1	0	0	0	0	0	0	0	4	3	2	2	5	1	1	1	4	0	1	1	2	2	1	0	0	0	1	3	1	0	1	0	1	1	0	3	0	0	1	2	5	0	0	0
"IAN"spired	2	3	0	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	2	2	0	2	0	0	0	0	0	2	0	1	6	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	6	2	0	13	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	1	0	2	1	0	0	0	2	0	4	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
F-Measure	1	1	7	4	4	0	2	8	1	2	4	1	5	3	3	38	3	3	2	11	1	1	5	2	1	6	1	2	0	8	1	1	8	5	2	5	1	2	6	2	16	2	8	6	0	490	8	1	8	0	1	3	2	2	0	2	1	0	3	4	3	3	4	3	3	0	8	0	4	1	2	2	0	1	3	1	4	3	5	2	1	1	3	3	4	1	2	4	2	2	0	3	3	5	4	2	2	11	1	4	2	6	2	2	1	0	0	1	1	2	3	1	1	7	2	1	17	0	1	2	1	1	4	3	0	3	14	0	0	2	1	3	0	71	3	4	1	2	0	0	2	2	1	0	4	2	5	4	0	4	1	0	7	2	4	0	3	3	3	1	2	4	0	2	0	0	0	2	1	6	1	0	0	3	0	1	1	2	0	1	2	2	0	0	1	3	0	1	0	3	0	0	4	8	0	6	0	1	0	1	0	0	0	1	1	1	2	8	7	3	1	1	3	1	1	0	1	1	1	0	0	0	2	2	0	0	0	3	0	4	4	0	0	1	0	4	3	0	1	0	1	9	5	1	0	0	3	5	1	1	0	0	2	0	4	1	1	2	0	4	3	0	1	3	0	2	1	1	0	1	1	1	0	1	0	0	0	6	0	0	1	2	9	4	0	3	1	4	3	4	3	2	1	1	1	0	0	1	2	4	4	0	0	14	0	6	7	13	2	3	8	1	2	3	2	1	2	23	1	3	1	0	1	1	1	0	0	2	0	1	0	0	4	3	2	1	0	3	3	0	1	0	4	3	0	1	1	1	0	4	0	1	1	0	0	1	7	17	0	0	3	0	10	2	1	3	2	8	0	3	1	1	2	2	1	2	1	1	0	0	0	1	0	0	0	0	0	0	2	6	2	0	6	1	1	0	2	2	2	2	0	0	1	3	4	1	0	2	0	35	0	0	0	1	1	0	59	0	3	0	1	6	0	0	0	2	0	2	3	1	0	1	1	0	0	1	0	1	0	1	1	0	2	2	1	3	0	1	1	4	2	2	0	4	0	2	1	1	0	0	0	4	1	0	2	0	0	2	1	0	1	0	0	0	0	0	1	4	2	2	0	1	3	1	3	0	0	0	1	1	0	2	1	1	0	0	0	1	9	5
h i s PANIC	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	1	2	0	3	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	2	0	0	2	1	1	0	1	1	0	0	1	0	0	1	0	0	0	3	0	1	2	0	0	0	0	0	0	0	1	0	2	0	0	3	4	0	0	0	2	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	7	0	0	2	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	2	0	1	0	1	0	1	2	0	0	1	1	0	0	0	0	6	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	4	1	0	0	0	1	1	0	1	1	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
By Dezign	2	6	2	3	0	2	2	0	0	3	2	2	3	4	5	0	2	1	2	2	7	2	7	3	0	4	3	1	3	1	0	3	0	0	4	0	4	3	1	0	0	3	0	0	0	0	4	11	0	5	9	0	3	1	1	3	5	1	3	2	2	2	0	2	2	0	1	2	0	6	1	0	1	2	0	2	1	0	3	0	1	4	0	1	5	1	2	8	0	4	1	0	1	1	2	1	1	0	0	2	0	0	0	1	1	1	1	0	1	0	2	2	0	0	5	0	0	4	1	1	0	4	1	0	10	0	0	1	3	1	0	1	3	0	8	2	2	1	1	0	0	0	0	6	2	3	8	1	0	3	5	3	1	0	1	0	3	1	1	2	6	2	0	1	0	26	0	6	1	1	1	3	2	1	10	0	0	4	5	2	12	0	0	2	1	1	2	0	5	7	0	2	0	1	1	1	0	0	0	4	3	0	0	2	1	0	2	1	0	0	0	0	2	1	7	0	3	1	0	1	0	4	0	8	0	1	0	0	0	1	2	1	2	0	17	1	2	0	0	0	4	0	0	0	3	0	0	0	0	2	4	0	1	0	3	0	0	1	1	3	0	2	0	0	0	1	0	2	1	2	0	0	0	1	1	1	2	0	0	0	1	1	1	0	7	0	3	0	1	0	0	8	0	0	0	1	4	0	2	0	0	1	0	0	0	0	0	2	2	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	5	0	2	0	0	2	0	1	2	0	0	0	1	1	0	3	0	0	7	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	4	0	0	1	0	0	1	2	8	0	1	14	0	0	0	1	0	4	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	1	2	1	0	0	0	1	0	2	0	0	1	0	3	0	0	1	0	0	0	3	1	0	0	0	1	2	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0
SydniMichael	2	3	1	0	1	5	2	0	0	0	4	0	1	2	5	3	4	1	9	3	2	2	4	2	4	1	1	7	2	2	3	4	2	6	1	3	0	0	1	2	3	4	3	1	5	102	0	3	0	1	1	3	0	0	0	0	0	2	0	1	0	4	1	2	2	0	0	6	0	3	1	2	1	3	2	0	3	6	0	1	0	2	2	0	1	0	0	0	0	0	1	2	0	1	2	2	0	0	0	1	0	1	0	4	2	4	3	1	1	0	1	3	0	0	1	0	4	0	2	6	3	0	6	0	1	1	0	2	0	0	3	3	0	1	1	0	0	0	0	0	0	0	1	2	0	2	0	0	2	2	6	1	9	1	2	3	0	5	0	0	1	1	0	3	2	0	4	2	0	2	0	0	3	3	0	0	3	1	1	1	0	1	2	4	4	0	2	1	1	1	1	0	1	1	0	2	2	2	0	1	2	1	1	2	0	3	1	1	0	4	0	0	0	0	0	1	7	0	3	0	3	2	0	0	1	3	0	3	0	3	0	0	2	1	1	0	1	0	1	0	0	0	1	5	1	0	3	1	1	0	1	0	0	0	1	2	1	0	0	2	0	0	0	2	0	2	1	1	1	1	0	0	2	1	0	2	0	0	0	3	0	1	1	0	3	2	3	1	0	7	1	0	3	3	0	1	0	1	0	1	0	0	0	1	3	0	1	0	2	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	2	0	0	2	0	1	1	0	4	0	2	0	0	2	0	0	0	0	0	3	2	0	1	0	0	2	0	1	1	0	0	0	0	1	2	3	0	0	1	3	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	4	1	0	1	0	1	0	0	0	0	0	1	3	0	1	1	1	0	0	0	1	0	0	2	0	0	1	2	1	0	0	0	0	0	1	0	4	0	0	3	0	0	0	4	0	3	0	2	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	3
quiet living	2	7	7	21	7	8	10	2	13	9	0	16	3	7	7	2	6	5	4	4	26	15	3	0	7	7	0	1	3	2	11	6	10	1	6	3	8	1	0	0	3	2	2	3	0	0	9	4	0	3	7	2	1	6	39	0	2	5	6	5	3	5	3	3	8	13	7	2	7	1	7	2	6	6	3	1	4	2	11	15	10	0	6	3	0	3	2	7	3	1	9	1	4	6	0	2	5	0	4	1	2	2	1	1	3	3	3	4	5	2	1	4	9	4	6	6	3	2	2	2	1	2	2	1	3	8	0	0	2	4	11	2	0	0	3	1	5	1	7	3	5	2	4	8	4	12	29	3	4	2	0	3	5	0	1	4	4	5	2	1	2	1	1	1	3	20	1	2	5	0	0	3	12	1	4	3	3	2	7	0	26	5	1	1	2	5	4	3	12	5	3	0	1	2	4	1	4	1	4	3	6	3	0	0	4	2	1	1	1	1	2	0	2	1	0	3	3	3	2	7	1	7	0	15	2	1	8	0	2	3	4	3	0	6	14	2	4	2	1	5	3	0	0	2	3	0	2	1	6	3	1	2	3	2	2	2	0	0	2	16	3	2	1	0	14	2	0	1	1	1	0	9	1	0	0	5	3	2	4	0	5	2	1	0	0	1	8	2	1	1	0	0	1	3	0	0	2	5	2	10	0	0	7	3	1	4	0	1	2	1	1	0	1	3	0	2	16	2	8	4	2	1	0	0	4	0	3	1	0	1	0	0	0	0	0	0	1	1	0	3	7	2	1	0	1	2	2	0	3	0	10	0	6	1	1	0	0	0	1	0	0	3	0	2	2	0	4	4	1	3	1	3	3	0	2	2	1	5	6	2	1	0	4	2	1	0	0	1	2	0	3	7	0	4	2	1	1	0	2	0	1	2	0	0	2	1	0	1	1	1	0	2	6	1	2	1	1	0	0	2	1	0	0	0	2	5	4	0	0	0	0	1	0	0	0	1	1	1	4	10	0	1	2	6	0	0	2	2	1	0	1	2	0	2	1	4	0	1	1	4	0	0	0	0	2	4	0	0	1	1	1	1	2	0	0	4	0	1	2	2	0	0	2	0	0	0	4	2	0	0	11	0	0	0	5	0	2	3	0	1
cm photo	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	79	0	2	2	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	2	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
